C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C
C*******************************************************************************
C       
C                     POPULATION DATA FILE      
C                      Root Zone Component
C                      *** Version 4.11 ***
C
C
C             Project:  C2VSim: California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: CVRZ_UrbanPopulationData_v411.dat
C             Version:  R385-2015 2017.02.01
C
C  Population data from California Delartment of Finance annual historical city and 
C  county population estimates. Populations for other urbanized areas were estimated
C  from 2010 population and county historical growth rate. Remaining county
C  population inside model area allocated to the remaining model elements.
C
C***********************************************************************
C  California Central Valley Groundwater-Surface Water Flow Model (C2VSim)
C  Copyright (C) 2012-2017
C  State of California, Department of Water Resources 
C
C  This model is free. You can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation; either version 2 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed WITHOUT ANY WARRANTY; without even 
C  the implied warranty of MERCHANTABILITY or FITNESS FOR A 
C  PARTICULAR PURPOSE.  See the GNU General Public License for 
C  more details. (http://www.gnu.org/licenses/gpl.html)
C
C  The GNU General Public License is available from the Free Software
C  Foundation, Inc., 59 Temple Place - Suite 330, Boston, MA  02111-1307, USA.
C
C  For tecnical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C
C  Principal Contact:
C    Tariq N. Kadir, PE, Senior Engineer, DWR
C       (916) 653-3513, kadir@water.ca.gov
C
C  Principal Developer and Technical Support:
C    Charles F. Brush, PhD, PE, Engineer, DWR
C       (916) 651-8705, cbrush@water.ca.gov
C
C
C*******************************************************************************
C                              File Description
C
C   This data file contains a set of population data on a time-series basis
C    
C*******************************************************************************
C                      Population Data Specifications
C
C   NCOLPOP;  Number of population data columns
C   NSPPOP ;  Number of time steps to update the population data
C              * Enter any number if time-tracking option is on
C   NFQPOP ;  Repetition frequency of the population data 
C              * Enter 0 if full time series data is supplied
C              * Enter any number if time-tracking option is on
C   DSSFL  ;  The name of the DSS file for data input (maximum 50 characters); 
C              * Leave blank if DSS file is not used for data input
C
C-------------------------------------------------------------------------------
C         VALUE                                      DESCRIPTION
C-------------------------------------------------------------------------------
          105                                        / NCOLPOP
          95                                          / NSPPOP
          0                                          / NFQPOP
                                                     / DSSFL
C-------------------------------------------------------------------------------
C                           Population Data
C                         (READ FROM THIS FILE)
C
C   List the population data below, if it will not be read from a
C   DSS file (i.e. DSSFL is left blank above).
C
C   ITPOP;   Time                                                                                                                                                       
C   POPUL;   Population; [People]                                                                                                                                                                       
C                                                                                                                                                                       
C-------------------------------------------------------------------------------
C ITPOP    POPUL(1)  POPUL(2)  POPUL(3) ...                                                                                                                                                                     
C        Date/Time              4148              4607             13752             13911             13952             14145             14152             14211             14252             14345             14352             14404             14452             14545             14552             14752             16257             16306             16311             16357             16406             16411             16457             16551             16604             16611             16651             16704             16706             16711             16804             16851             17004             17158             17231             17234             17251             17334             18034             18103             18105             18239             18450             18501             18507             18539             18634             18648             18657             19148             19157             19207             19239             20539             20639             20650             20750             20824             20850             20924             20950             21024             21124             21224             21320             21420             21520             21610             21624             21639             21650             23310             23410             23510             23610             23616             23654             23710             23716             23816             23910             23916             23954             24010             24054             24116             24154             24216             24254             24354             24410             24416             24510             24515             24516             24616             25415             25515             25615             25715             25754             25815             25915             26015             26115
C-------------------------------------------------------------------------------
09/30/1921_24:00	11858	0	45	166	44	3207	533	2204	6375	2191	69	7716	745	125	112	80	10579	3361	4512	1377	2881	119	368	2168	4958	132	1174	318	395	294	4467	5561	2533	7659	8613	32442	1780	56388	2187	0	464	42866	1704	3202	0	30923	9990	4549	4809	16013	129	0	899	6805	312	16662	2892	753	10386	1271	1517	7904	2442	3197	4275	2705	995	3682	7399	637	5746	50989	2658	3853	11949	98	67	2708	413	9557	3022	57	4492	1617	209	4924	49	1160	21505	9584	10243	1185	4008	56	2163	1364	20290	1149	10794	708	586	6090	1711	4951	721
09/30/1922_24:00	11858	0	45	166	44	3207	533	2204	6375	2191	69	7716	745	125	112	80	10579	3361	4512	1377	2881	119	368	2168	4958	132	1174	318	395	294	4467	5561	2533	7659	8613	32442	1780	56388	2187	0	464	42866	1704	3202	0	30923	9990	4549	4809	16013	129	0	899	6805	312	16662	2892	753	10386	1271	1517	7904	2442	3197	4275	2705	995	3682	7399	637	5746	50989	2658	3853	11949	98	67	2708	413	9557	3022	57	4492	1617	209	4924	49	1160	21505	9584	10243	1185	4008	56	2163	1364	20290	1149	10794	708	586	6090	1711	4951	721
09/30/1923_24:00	11868	0	46	165	44	3299	537	2162	6420	2258	70	7656	752	124	112	81	10918	3402	4485	1431	2915	118	382	2236	4992	131	1211	328	398	292	4534	5840	2573	7716	8933	33975	1835	58852	2664	0	463	43968	1744	3315	0	31750	10537	4543	5004	16046	134	0	932	7043	323	17246	2960	782	10684	1321	1552	8346	2546	3324	4393	2805	1039	3725	7700	659	5857	51777	2696	3898	11981	99	68	2739	418	9694	3043	57	4483	1638	215	5030	51	1175	22321	9858	10360	1198	4012	60	2187	1379	21093	1238	11137	763	602	6244	1844	4998	778
09/30/1924_24:00	11878	0	46	164	44	3390	541	2120	6465	2325	70	7597	759	122	113	82	11257	3444	4458	1485	2948	118	397	2303	5026	131	1247	338	401	291	4602	6120	2612	7773	9253	35508	1890	61316	3140	0	462	45070	1785	3428	0	32577	11083	4537	5200	16079	139	0	964	7281	333	17831	3028	812	10981	1372	1588	8788	2650	3452	4510	2905	1083	3768	8001	681	5969	52565	2734	3943	12013	100	69	2770	422	9832	3064	58	4473	1658	220	5136	52	1191	23137	10131	10477	1211	4016	65	2211	1393	21896	1328	11479	818	619	6399	1978	5044	834
09/30/1925_24:00	11888	0	46	164	45	3482	545	2078	6509	2392	71	7538	766	120	114	82	11596	3485	4430	1540	2982	117	411	2371	5060	130	1284	348	403	290	4670	6399	2651	7831	9574	37040	1946	63781	3616	0	460	46172	1825	3541	0	33404	11630	4531	5395	16112	144	0	997	7519	344	18415	3097	841	11279	1423	1624	9230	2754	3579	4627	3005	1127	3811	8301	703	6080	53353	2772	3988	12045	101	71	2801	427	9969	3084	59	4463	1678	226	5242	53	1206	23953	10404	10594	1223	4020	69	2236	1408	22700	1418	11821	873	636	6553	2111	5091	890
09/30/1926_24:00	11897	0	47	163	45	3574	549	2036	6554	2460	72	7478	773	119	115	83	11935	3527	4403	1594	3015	117	426	2438	5094	130	1320	358	406	288	4738	6679	2690	7888	9894	38573	2001	66245	4092	0	459	47273	1865	3654	0	34231	12177	4525	5590	16144	149	0	1030	7756	355	18999	3165	871	11576	1474	1660	9672	2858	3707	4744	3105	1171	3855	8602	725	6192	54141	2810	4032	12076	102	72	2832	431	10106	3105	59	4453	1699	232	5348	55	1222	24768	10678	10711	1236	4024	73	2260	1423	23503	1507	12164	928	652	6708	2244	5137	946
09/30/1927_24:00	11907	0	47	162	45	3666	554	1994	6598	2527	72	7419	780	117	116	84	12274	3568	4376	1649	3049	116	440	2506	5129	129	1357	368	409	287	4806	6958	2729	7945	10214	40106	2057	68709	4569	0	458	48375	1905	3767	0	35058	12723	4519	5785	16177	154	0	1063	7994	366	19583	3233	901	11873	1524	1695	10114	2962	3834	4861	3206	1215	3898	8903	747	6303	54929	2848	4077	12108	104	74	2862	436	10244	3126	60	4443	1719	238	5454	56	1237	25584	10951	10828	1248	4028	78	2284	1437	24306	1597	12506	983	669	6862	2378	5183	1003
09/30/1928_24:00	11917	0	47	161	46	3758	558	1953	6643	2594	73	7360	787	116	117	84	12613	3610	4348	1703	3082	116	455	2573	5163	128	1394	378	411	286	4874	7238	2768	8002	10535	41638	2112	71174	5045	0	456	49477	1945	3880	0	35884	13270	4513	5981	16210	159	0	1095	8232	377	20168	3301	930	12171	1575	1731	10556	3066	3962	4979	3306	1259	3941	9203	769	6415	55717	2887	4122	12140	105	75	2893	440	10381	3147	60	4433	1740	244	5560	58	1253	26400	11224	10945	1261	4032	82	2308	1452	25110	1686	12849	1037	685	7017	2511	5230	1059
09/30/1929_24:00	11927	0	48	161	46	3849	562	1911	6687	2661	73	7300	794	114	118	85	12952	3651	4321	1757	3116	115	469	2641	5197	128	1430	388	414	284	4942	7518	2807	8060	10855	43171	2168	73638	5521	0	455	50579	1985	3993	0	36711	13817	4507	6176	16243	164	0	1128	8470	387	20752	3369	960	12468	1626	1767	10999	3170	4089	5096	3406	1303	3984	9504	791	6527	56504	2925	4167	12172	106	77	2924	444	10519	3168	61	4423	1760	250	5666	59	1268	27215	11498	11062	1274	4036	86	2333	1466	25913	1776	13191	1092	702	7171	2644	5276	1115
09/30/1930_24:00	11937	0	48	160	47	3941	566	1869	6732	2729	74	7241	801	112	119	86	13291	3693	4294	1812	3150	114	484	2709	5231	127	1467	398	417	283	5010	7797	2846	8117	11175	44704	2223	76103	5998	0	454	51681	2026	4106	0	37538	14364	4501	6371	16275	169	0	1161	8708	398	21336	3437	990	12765	1676	1803	11441	3275	4217	5213	3506	1347	4027	9805	813	6638	57292	2963	4212	12203	107	78	2955	449	10656	3188	62	4413	1780	256	5772	60	1284	28031	11771	11179	1286	4040	91	2357	1481	26716	1865	13534	1147	718	7326	2778	5322	1171
