C*******************************************************************************
C
C                  INTEGRATED WATER FLOW MODEL (IWFM)
C                         *** Version 2015 ***
C
C*******************************************************************************
C
C                           STRATIGRAPHY FILE
C                         Discretization Component
C
C             Project:  C2VSim: California Central Valley Groundwater-Surface Water Simulation Model
C             Filename: CVstrat.dat
C             Version:  R385-2015-CG 2014.12.14
C
C***********************************************************************
C  California Central Valley Groundwater-Surface Water Flow Model (C2VSim)
C  Copyright (C) 2012-2017
C  State of California, Department of Water Resources 
C
C  This model is free. You can redistribute it and/or modify it 
C  under the terms of the GNU General Public License as published 
C  by the Free Software Foundation; either version 2 of the License, 
C  or (at your option) any later version.
C
C  This model is distributed WITHOUT ANY WARRANTY; without even 
C  the implied warranty of MERCHANTABILITY or FITNESS FOR A 
C  PARTICULAR PURPOSE.  See the GNU General Public License for 
C  more details. (http://www.gnu.org/licenses/gpl.html)
C
C  The GNU General Public License is available from the Free Software
C  Foundation, Inc., 59 Temple Place - Suite 330, Boston, MA  02111-1307, USA.
C
C  For tecnical support, e-mail: IWFMtechsupport@water.ca.gov 
C
C
C  Principal Contact:
C    Tariq N. Kadir, PE, Senior Engineer, DWR
C       (916) 653-3513, kadir@water.ca.gov
C
C  Principal Developer and Technical Support:
C    Charles F. Brush, PhD, PE, Engineer, DWR
C       (916) 651-8705, cbrush@water.ca.gov
C
C
C*******************************************************************************
C                          File Description
C
C   This data file contains:
C   *the ground surface elevation, 
C   *the number of aquifer layers to be modeled, and
C   *the thickness of each aquifer and corresponding confining layer (if any)
C   at each groundwater node within the model domain.
C
C*******************************************************************************
C                   Stratigraphy Specification Data
C
C   NL;    Number of layers to be modeled
C   FACT;  Conversion factor for elevations and thicknesses in the 
C          stratigraphic data 
C-------------------------------------------------------------------------------
C   VALUE                         DESCRIPTION
C-------------------------------------------------------------------------------
    4                             /NL
    1.0                           /FACT
C-------------------------------------------------------------------------------
C*******************************************************************************
C                         Stratigraphy Data
C
C  *The stratigraphy data represents the geology that deals with the origin, 
C   composition, distribution and succession of groundwater layers.
C
C  *Each groundwater layer is specified as an aquifer and aquiclude or aquitard. 
C   If there is no aquiclude or aquitard within the layer, specify a thickness
C   of zero
C
C  *The stratigraphy data includes the ground surface elevation, as well as the 
C   thickness of the aquifer, aquitard, or aquiclude at each groundwater node
C
C   ID;      Groundwater node
C   ELV;     Ground surface elevation with respect to a common datum; [L]
C   W(1);    Thickness of aquiclude in Layer 1; [L]
C   W(2);    Thickness of aquifer in Layer 1; [L]
C   W(3);    Thickness of aquiclude in Layer 2; [L]
C   W(4);    Thickness of aquifer in Layer 2; [L]
C   W(5);    Thickness of aquiclude in Layer 3; [L]
C   W(6);    Thickness of aquifer in Layer 3; [L]
C
C------------------------------------------------------------------------------
C          ID         Elev           A1           L1           A2           L2           A3           L3           A4           L4
C------------------------------------------------------------------------------
            1       600.72         0.00       132.46         0.00        87.61         0.00       152.80         0.00        50.00
            2       645.87         0.00       181.86         0.00       117.17         0.00       117.51         0.00        50.00
            3       659.14         0.00       181.54         0.00       115.82         0.00       105.29         0.00        50.00
            4       690.82         0.00       231.82         0.00       119.21         0.00       112.79         0.00        50.00
            5       467.89         0.00        85.44         0.00       136.92         0.00        98.88         0.00        50.00
            6       564.87         0.00       167.69         0.00       140.54         0.00       140.03         0.00        50.00
            7       555.90         0.00       177.96         0.00       134.40         0.00       132.88         0.00        50.00
            8       629.67         0.00       225.92         0.00       107.76         0.00       105.08         0.00        50.00
            9       455.49         0.00       130.19         0.00       136.77         0.00       134.30         0.00        50.00
           10       530.08         0.00       257.37         0.00       181.78         0.00       167.04         0.00        50.00
           11       445.26         0.00       146.01         0.00       149.44         0.00       149.66         0.00        50.00
           12       775.33         0.00       370.86         0.00       150.45         0.00       152.23         0.00        50.00
           13      1006.93         0.00       553.38         0.00        88.91         0.00        93.52         0.00        50.00
           14       793.57         0.00       357.68         0.00        93.28         0.00       110.77         0.00        50.00
           15       439.39         0.00       163.09         0.00       169.57         0.00       182.22         0.00        50.00
           16       490.57         0.00       308.86         0.00       241.95         0.00       102.40         0.00       103.42
           17       483.58         0.00       316.86         0.00       246.93         0.00        85.60         0.00        85.99
           18       739.33         0.00       425.15         0.00       169.22         0.00       163.71         0.00        50.00
           19       877.15         0.00       314.63         0.00       100.22         0.00       154.55         0.00        50.00
           20       783.03         0.00       300.04         0.00       134.65         0.00       143.27         0.00        50.00
           21       594.04         0.00       323.97         0.00       212.71         0.00       175.43         0.00        56.16
           22       420.72         0.00       413.20         0.00       139.79         0.00        50.00         0.00       603.77
           23       431.41         0.00       374.91         0.00       185.21         0.00        50.00         0.00       304.30
           24       639.33         0.00       413.58         0.00       190.31         0.00       175.10         0.00        50.00
           25       708.44         0.00       198.15         0.00       133.51         0.00       103.66         0.00        50.00
           26       574.44         0.00       202.22         0.00       173.01         0.00       186.02         0.00        50.00
           27       650.81         0.00       515.05         0.00       315.70         0.00        66.01         0.00       395.05
           28       552.52         0.00       741.18         0.00        62.11         0.00        50.00         0.00      1388.06
           29       384.30         0.00       351.69         0.00       337.18         0.00       194.17         0.00        50.00
           30       578.39         0.00       411.66         0.00       214.76         0.00       230.15         0.00        50.00
           31       656.70         0.00        81.05         0.00       121.05         0.00       140.78         0.00        50.00
           32       755.44         0.00       245.42         0.00       133.07         0.00       127.95         0.00        50.00
           33       633.80         0.00       216.97         0.00       145.71         0.00       171.21         0.00        50.00
           34       536.31         0.00       256.58         0.00       216.31         0.00       256.55         0.00        50.00
           35       437.16         0.00       347.94         0.00       352.82         0.00       130.95         0.00       527.57
           36       422.11         0.00       693.49         0.00       520.15         0.00        50.00         0.00       838.01
           37       366.76         0.00       458.74         0.00       425.49         0.00        81.83         0.00        50.00
           38       774.64         0.00       582.32         0.00       188.11         0.00       212.47         0.00        50.00
           39      1054.81         0.00       553.79         0.00        83.27         0.00        98.92         0.00        50.00
           40       885.72         0.00       308.34         0.00       108.97         0.00       128.60         0.00        50.00
           41       587.55         0.00       178.64         0.00       143.13         0.00       324.83         0.00        50.00
           42       514.86         0.00       265.14         0.00       245.04         0.00       443.25         0.00        50.29
           43       496.56         0.00       358.63         0.00       303.20         0.00       523.81         0.00       659.50
           44       634.26         0.00       820.51         0.00       577.51         0.00       492.05         0.00       241.50
           45       352.26         0.00       658.72         0.00       189.00         0.00        50.00         0.00        50.00
           46       707.60         0.00       672.18         0.00       161.62         0.00        50.02         0.00        58.13
           47       930.52         0.00       720.30         0.00       172.26         0.00       170.23         0.00        50.00
           48       911.29         0.00       320.44         0.00       105.56         0.00       112.11         0.00        50.00
           49       762.22         0.00       185.29         0.00       131.51         0.00       128.48         0.00        50.00
           50      1184.75         0.00       570.36         0.00       116.39         0.00       112.61         0.00        50.00
           51       854.44         0.00       257.89         0.00       136.94         0.00       123.05         0.00        50.00
           52       826.81         0.00       381.34         0.00       148.25         0.00       949.36         0.00        50.00
           53       697.78         0.00       397.16         0.00       213.33         0.00      1095.93         0.00        50.00
           54       626.73         0.00       482.72         0.00       300.27         0.00       923.64         0.00       529.85
           55       307.10         0.00       479.35         0.00       466.02         0.00        50.00         0.00       350.48
           56       393.49         0.00       519.82         0.00       159.51         0.00        50.00         0.00        50.00
           57       979.45         0.00       402.28         0.00       110.78         0.00       117.18         0.00        50.00
           58       878.92         0.00       318.30         0.00       151.50         0.00       397.67         0.00        65.99
           59       712.06         0.00       285.72         0.00       169.02         0.00      1191.76         0.00        50.00
           60       599.15         0.00       311.40         0.00       221.84         0.00      1187.22         0.00        74.76
           61       527.20         0.00       395.70         0.00       316.97         0.00       828.33         0.00       476.25
           62       899.78         0.00       443.01         0.00       128.85         0.00       274.50         0.00        50.00
           63       777.67         0.00       293.99         0.00       144.16         0.00       525.93         0.00        51.89
           64       693.45         0.00       273.97         0.00       173.60         0.00      1277.65         0.00        50.00
           65       568.49         0.00       293.31         0.00       227.41         0.00      1328.76         0.00        54.14
           66       480.28         0.00       367.68         0.00       326.55         0.00       894.86         0.00       321.25
           67       326.18         0.00       485.63         0.00       448.64         0.00        50.00         0.00       421.20
           68       306.13         0.00       434.69         0.00       388.47         0.00        50.00         0.00       715.27
           69       633.47         0.00       270.02         0.00       176.86         0.00       996.07         0.00        50.00
           70       602.42         0.00       329.70         0.00       214.67         0.00      1378.78         0.00        50.00
           71       439.42         0.00       285.31         0.00       259.81         0.00      1685.40         0.00        56.08
           72       265.36         0.00       271.17         0.00       374.40         0.00      1455.93         0.00       277.68
           73       322.88         0.00       399.08         0.00       393.32         0.00       735.54         0.00       857.85
           74       813.36         0.00       425.66         0.00        58.64         0.00        68.82         0.00        50.00
           75       587.27         0.00       311.14         0.00       190.30         0.00       710.80         0.00        50.00
           76       556.15         0.00       359.29         0.00       212.30         0.00      1081.75         0.00        70.67
           77       448.00         0.00       360.62         0.00       245.10         0.00      1879.65         0.00        69.41
           78       299.26         0.00       319.85         0.00       311.87         0.00      1954.11         0.00        50.00
           79       224.35         0.00       330.23         0.00       324.58         0.00       915.48         0.00       156.49
           80       343.46         0.00       457.00         0.00       316.88         0.00       621.53         0.00        50.90
           81       826.63         0.00       530.05         0.00        50.00         0.00        50.00         0.00        50.00
           82       552.40         0.00       282.34         0.00       107.09         0.00       443.70         0.00        50.00
           83       522.07         0.00       331.89         0.00       185.08         0.00       696.28         0.00        50.00
           84       378.60         0.00       320.84         0.00       286.42         0.00      1560.43         0.00        50.00
           85       270.07         0.00       339.64         0.00       338.13         0.00      1107.24         0.00       523.66
           86       215.21         0.00       352.34         0.00       306.93         0.00      1077.28         0.00       502.48
           87       344.81         0.00       488.68         0.00       305.70         0.00       980.84         0.00       404.16
           88       447.44         0.00       589.58         0.00       299.43         0.00       369.31         0.00       129.11
           89       775.05         0.00       255.64         0.00        50.00         0.00        50.00         0.00        50.00
           90       599.13         0.00       312.29         0.00        89.12         0.00        75.06         0.00       281.08
           91       452.27         0.00       304.54         0.00       223.63         0.00       695.73         0.00        50.96
           92       367.10         0.00       345.75         0.00       341.50         0.00      1007.09         0.00       389.50
           93       267.33         0.00       343.60         0.00       387.22         0.00      1101.22         0.00        54.58
           94       200.61         0.00       344.30         0.00       312.48         0.00       826.70         0.00       252.42
           95       285.74         0.00       437.70         0.00       292.18         0.00       847.62         0.00       253.48
           96       449.58         0.00       598.06         0.00       283.63         0.00       308.53         0.00        50.00
           97       387.91         0.00       368.30         0.00       324.50         0.00       976.14         0.00       651.37
           98       285.87         0.00       331.67         0.00       314.24         0.00      1082.76         0.00       213.82
           99       186.51         0.00       282.25         0.00       264.25         0.00       688.02         0.00       707.12
          100       260.86         0.00       401.46         0.00       273.24         0.00       812.66         0.00       324.20
          101       544.01         0.00       252.97         0.00        50.77         0.00        50.00         0.00       689.24
          102       477.29         0.00       337.17         0.00       239.06         0.00       608.39         0.00       140.99
          103       378.08         0.00       352.88         0.00       293.23         0.00      1226.77         0.00       248.84
          104       279.64         0.00       313.72         0.00       259.03         0.00      1038.05         0.00       245.81
          105       189.53         0.00       264.17         0.00       235.91         0.00       817.93         0.00       681.46
          106       233.25         0.00       341.99         0.00       245.11         0.00       798.57         0.00       549.59
          107       394.88         0.00       548.23         0.00       278.78         0.00       290.43         0.00        89.25
          108       712.25         0.00       216.21         0.00        50.00         0.00        50.00         0.00        50.00
          109       652.02         0.00       423.83         0.00        53.24         0.00        50.00         0.00       199.41
          110       517.27         0.00       356.29         0.00       210.19         0.00       238.31         0.00       112.12
          111       322.95         0.00       285.91         0.00       244.41         0.00      1387.43         0.00        55.94
          112       227.22         0.00       282.08         0.00       254.18         0.00      1085.32         0.00       108.92
          113       164.63         0.00       302.34         0.00       287.82         0.00       793.13         0.00       542.69
          114       192.12         0.00       350.51         0.00       302.34         0.00       672.78         0.00       722.35
          115       401.40         0.00       582.54         0.00       307.66         0.00       139.18         0.00       599.77
          116       148.83         0.00       384.07         0.00       364.67         0.00       487.11         0.00       762.19
          117       192.41         0.00       439.64         0.00       379.79         0.00       300.65         0.00       748.30
          118       377.14         0.00       595.42         0.00       318.02         0.00        59.93         0.00       426.72
          119       153.97         0.00       450.23         0.00       389.07         0.00       424.50         0.00       522.41
          120       174.84         0.00       468.15         0.00       391.13         0.00       212.93         0.00       530.11
          121       327.40         0.00       572.17         0.00       196.47         0.00        50.00         0.00       191.92
          122       877.36         0.00       336.00         0.00        50.00         0.00        50.00         0.00        50.00
          123       644.24         0.00       442.66         0.00        50.00         0.00       115.06         0.00        50.00
          124       455.75         0.00       289.66         0.00       148.47         0.00       310.91         0.00        50.00
          125       333.60         0.00       238.42         0.00       206.99         0.00      1145.70         0.00        50.00
          126       251.18         0.00       310.00         0.00       329.82         0.00       978.13         0.00        89.26
          127       183.91         0.00       346.42         0.00       346.23         0.00       816.73         0.00       387.60
          128       146.01         0.00       324.38         0.00       282.74         0.00       712.86         0.00       545.39
          129       131.64         0.00       371.01         0.00       319.31         0.00       706.40         0.00       493.88
          130       150.87         0.00       442.67         0.00       360.16         0.00       524.84         0.00       452.37
          131       190.23         0.00       485.23         0.00       360.31         0.00       216.93         0.00       345.66
          132       285.30         0.00       550.39         0.00       131.01         0.00        50.00         0.00       153.68
          133       775.13         0.00       505.36         0.00        50.00         0.00        50.00         0.00        50.00
          134       476.80         0.00       317.21         0.00        50.00         0.00       267.78         0.00        50.00
          135       613.00         0.00       508.82         0.00        68.59         0.00       526.02         0.00        50.00
          136       219.56         0.00       287.65         0.00       389.13         0.00       942.37         0.00       121.93
          137       236.38         0.00       337.99         0.00       423.40         0.00       643.07         0.00       118.27
          138       185.67         0.00       340.49         0.00       354.69         0.00       610.16         0.00       478.07
          139       140.56         0.00       290.93         0.00       239.92         0.00       797.45         0.00       475.45
          140       121.55         0.00       330.46         0.00       283.86         0.00       777.91         0.00       561.16
          141       131.40         0.00       396.42         0.00       327.44         0.00       697.67         0.00       469.00
          142       164.13         0.00       449.18         0.00       318.27         0.00       354.65         0.00       587.13
          143       225.66         0.00       498.45         0.00       233.51         0.00        50.00         0.00       279.53
          144       113.94         0.00       304.72         0.00       268.82         0.00       811.94         0.00       493.05
          145       116.60         0.00       368.95         0.00       334.13         0.00       587.21         0.00       405.92
          146       135.81         0.00       419.22         0.00       382.98         0.00       446.14         0.00       267.24
          147       139.91         0.00       451.36         0.00       428.41         0.00        78.57         0.00       315.85
          148       207.99         0.00       400.54         0.00        60.43         0.00        50.00         0.00        50.00
          149       151.72         0.00       395.85         0.00       253.29         0.00        50.08         0.00        50.00
          150       359.85         0.00       194.62         0.00        50.00         0.00        50.00         0.00        50.00
          151       185.53         0.00       303.00         0.00        76.58         0.00        50.00         0.00        50.00
          152       320.61         0.00       136.24         0.00        50.00         0.00        50.00         0.00        50.00
          153       178.65         0.00       360.34         0.00       315.99         0.00       588.82         0.00       583.55
          154       129.37         0.00       276.65         0.00       208.64         0.00       792.22         0.00       284.30
          155       107.90         0.00       246.92         0.00       212.68         0.00       875.66         0.00       426.60
          156       110.64         0.00       322.89         0.00       325.15         0.00       739.85         0.00       123.45
          157       115.67         0.00       386.56         0.00       416.92         0.00       417.01         0.00       100.88
          158       119.14         0.00       389.26         0.00       343.74         0.00       406.18         0.00        52.66
          159       124.71         0.00       343.81         0.00       236.72         0.00       262.18         0.00        50.00
          160       145.76         0.00       284.62         0.00       187.18         0.00       142.75         0.00        50.00
          161       131.68         0.00       160.49         0.00        50.00         0.00        50.00         0.00       112.29
          162       163.19         0.00        82.61         0.00        50.00         0.00        50.00         0.00        50.00
          163       295.65         0.00        50.00         0.00        50.00         0.00        50.00         0.00        50.00
          164       221.20         0.00        50.00         0.00        50.00         0.00        50.00         0.00        50.00
          165       874.05         0.00       750.86         0.00        50.00         0.00       171.49         0.00        50.00
          166       432.41         0.00       379.29         0.00        50.02         0.00       472.94         0.00        50.01
          167       246.92         0.00       264.12         0.00       258.93         0.00       577.19         0.00       284.52
          168       154.27         0.00       354.97         0.00       290.79         0.00       745.36         0.00       542.78
          169       127.87         0.00       375.64         0.00       290.77         0.00       891.66         0.00        50.00
          170       105.39         0.00       278.94         0.00       212.21         0.00       887.78         0.00       167.30
          171        95.46         0.00       234.78         0.00       199.73         0.00       912.98         0.00       167.74
          172       103.11         0.00       291.29         0.00       309.15         0.00       662.28         0.00        62.95
